value_id,post_id,unknown_field_id,value,post_id_1,org_slug,org_id,post_type_slug,post_type_id,unknown_field_slug
6c929af007a6add21b369097,0e8169f7cc4b30cc4a848ab4,5de0f07b535f7d4c3416d461,wp-media-13644,0e8169f7cc4b30cc4a848ab4,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-5de0f07b
ccaffde821a92ddbd729e0d8,0e8169f7cc4b30cc4a848ab4,63df42b0a7ab5dc745af9e50,"<p>Graduates of this program will be able to:</p>
<ul>
<li>Demonstrate an understanding of major psychological theories, concepts, and methods.</li>
<li>Apply ethical principles and cultural sensitivity to psychological practice and research.</li>
<li>Analyze human behavior using both qualitative and quantitative research methods.</li>
<li>Evaluate psychological assessment tools and interpret testing outcomes.</li>
<li>Understand the biological, cognitive, and social foundations of mental health and human development.</li>
<li>Design, conduct, and present independent research in psychology.</li>
<li>Apply psychological knowledge to real-world problems across clinical, educational, and<br />
community settings.</li>
</ul>
",0e8169f7cc4b30cc4a848ab4,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-63df42b0
56bc79d2cef54200587bdccb,0e8169f7cc4b30cc4a848ab4,c9fe5e2da4479368ce614873,"<p><strong>Year 1 (Semester 1-2)</strong></p>
<p>Social and Cultural Psychology with Human Development (PSY1000)<br />
Rehabilitation and Health Psychology (PSY1010)<br />
Qualitative Research Methodologies (PSY1020)<br />
Psychological Assessment and Testing (PSY1030)<br />
Psychoanalysis and Mental Health (PSY1040)<br />
Foundations in Contemporary Psychology (PSY1050)</p>
<p><strong>Year 2 (Semester 3-4)</strong></p>
<p>Ethics and Professional Issues in Psychology (PSY1070)<br />
Cognitive and Biological Psychology (PSY1080)<br />
Clinical and Abnormal Psychology (PSY1090)<br />
Applied Positive Psychology (PSY2000)<br />
Advanced Quantitative Research in Psychology (PSY2110)<br />
Final Project (PSY2200)</p>
",0e8169f7cc4b30cc4a848ab4,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-c9fe5e2d
4a4e8b17002b362e2fb7d84b,1066976ace7725cc443f628b,1d40a47f5c405ee9834ab5fb,wp-media-11938,1066976ace7725cc443f628b,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-1d40a47f
309cb8cffa0598a515e59e45,1066976ace7725cc443f628b,d93db4c7589878e3e33f8f38,"<p>Upon successful completion of a Ph.D. program, students will be able to:</p>
<ul>
<li style=""border: none""><em>Conduct Original Research</em>: Design, execute, and present original research that contributes new knowledge to the field of study.</li>
<li style=""border: none""><em>Master Research Methodology:</em> Apply advanced qualitative, quantitative, and mixed-method research techniques to investigate complex issues.</li>
<li style=""border: none""><em>Demonstrate Critical Thinking:</em> Analyze and synthesize academic literature to identify gaps in knowledge and frame new research questions.</li>
<li style=""border: none""><em>Advance Scholarly Communication:</em> Produce high-quality academic publications, conference papers, and research presentations.</li>
<li style=""border: none""><em>Apply Ethical Research Practices:</em> Uphold ethical standards in research design, data collection, and dissemination of findings.</li>
<li style=""border: none""><em>Foster Intellectual Leadership:</em> Lead and contribute to scholarly communities through peer review, collaboration, and academic discourse.</li>
<li style=""border: none""><em>Develop Pedagogical Skills:</em> Acquire teaching and mentorship skills to support the next generation of scholars and professionals.</li>
<li style=""border: none""><em>Contribute to Theoretical and Practical Knowledge</em>: Bridge theory and practice by developing innovative insights and solutions for real-world challenges.</li>
</ul>
",1066976ace7725cc443f628b,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-d93db4c7
4619f303b17c56f6054ea4d5,1066976ace7725cc443f628b,1a9d35f299dd8fd03e78932d,"<p><strong>Year 1-4 </strong></p>
<p>Advanced Research Methods 1 (PHD2401)</p>
<p>Advanced Research Methods 1 (PHD2402)</p>
",1066976ace7725cc443f628b,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-1a9d35f2
d13a65661eb29574ac93c1bf,1066976ace7725cc443f628b,12f8c39a5cce1ba0c23e1482,"<p>A PhD in Economics offers a wide array of career opportunities in various sectors, including academia, government, international organizations, consulting, finance, and research. Graduates typically pursue careers in the following areas:</p>
<ol>
<li><strong>University Professor or Researcher</strong>: Teach and conduct research at academic institutions, contributing to the field through publications and conferences. Economics professors are at the forefront of advancing economic theory and providing expertise on economic issues.</li>
<li><strong>Economist in Government or Public Policy</strong>: Work for national or international government agencies, think tanks, or policy institutes, analyzing economic trends, evaluating government policies, and advising on economic issues such as taxation, trade, or development.</li>
<li><strong>Financial Analyst or Economist</strong>: Work in private financial institutions such as banks, investment firms, and insurance companies. These economists analyze market trends, make investment recommendations, and contribute to financial forecasting and risk management.</li>
<li><strong>International Economist</strong>: Work for international organizations like the World Bank, International Monetary Fund (IMF), or United Nations (UN) to analyze global economic conditions, provide economic advice, and develop strategies for economic development and international trade.</li>
<li><strong>Consultant</strong>: Provide expert economic analysis to private firms, government agencies, or NGOs. Economists in consulting firms help clients solve complex economic problems, such as pricing strategies, market entry, or economic forecasting.</li>
<li><strong>Data Scientist or Quantitative Analyst</strong>: Use econometric and statistical techniques to analyze large datasets and derive actionable insights. These professionals work in industries such as finance, healthcare, and technology, applying economic models to solve real-world problems.</li>
<li><strong>Economic Advisor</strong>: Serve as an expert to policymakers, corporations, or international organizations, advising on economic strategies, regulatory frameworks, and trade negotiations.</li>
<li><strong>Public Sector or Development Economist</strong>: Work for international development agencies, NGOs, or government agencies to promote economic development, reduce poverty, and design policies that foster economic growth and improve living standards in developing regions.</li>
<li><strong>Researcher in Private Sector</strong>: Conduct research for think tanks, private research firms, or corporations, analyzing market trends, consumer behavior, and economic conditions to inform business strategy or policy decisions.</li>
<li><strong>Corporate Strategist</strong>: Apply economic analysis to help businesses make strategic decisions, such as pricing, market expansion, and product development. Corporate strategists use economic models to predict market behavior and inform decision-making processes.</li>
</ol>
",1066976ace7725cc443f628b,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-12f8c39a
9910098f9fa0b386584daead,139bb23205fb6123bf1ceaae,a365b1b3cf1bd401c0e73d6c,wp-media-11932,139bb23205fb6123bf1ceaae,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-a365b1b3
b40fe07908205c5b0d78abd0,139bb23205fb6123bf1ceaae,77edec38ff8ceacbe5c2e969,"<p>Upon successful completion of a Ph.D. program, students will be able to:</p>
<ul>
<li style=""border: none""><em>Conduct Original Research</em>: Design, execute, and present original research that contributes new knowledge to the field of study.</li>
<li style=""border: none""><em>Master Research Methodology:</em> Apply advanced qualitative, quantitative, and mixed-method research techniques to investigate complex issues.</li>
<li style=""border: none""><em>Demonstrate Critical Thinking:</em> Analyze and synthesize academic literature to identify gaps in knowledge and frame new research questions.</li>
<li style=""border: none""><em>Advance Scholarly Communication:</em> Produce high-quality academic publications, conference papers, and research presentations.</li>
<li style=""border: none""><em>Apply Ethical Research Practices:</em> Uphold ethical standards in research design, data collection, and dissemination of findings.</li>
<li style=""border: none""><em>Foster Intellectual Leadership:</em> Lead and contribute to scholarly communities through peer review, collaboration, and academic discourse.</li>
<li style=""border: none""><em>Develop Pedagogical Skills:</em> Acquire teaching and mentorship skills to support the next generation of scholars and professionals.</li>
<li style=""border: none""><em>Contribute to Theoretical and Practical Knowledge</em>: Bridge theory and practice by developing innovative insights and solutions for real-world challenges.</li>
</ul>
",139bb23205fb6123bf1ceaae,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-77edec38
faa808dc269a5af84012e22f,139bb23205fb6123bf1ceaae,8dc10a37795295a65417b3cf,"<p><strong>Year 1-4 </strong></p>
<p>Advanced Research Methods 1 (PHD2401)</p>
<p>Advanced Research Methods 1 (PHD2402)</p>
",139bb23205fb6123bf1ceaae,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-8dc10a37
1a654ec04c80ea9183f3abde,139bb23205fb6123bf1ceaae,1fadc750e6ee5e6f637057e5,"<p>A PhD in International Relations opens doors to a wide range of career paths in academia, government, international organizations, think tanks, non-governmental organizations (NGOs), the private sector, and more. Graduates of this program typically pursue careers such as:</p>
<ol>
<li><strong>University Professor</strong>: Teach courses in international relations, political science, and global studies, while conducting original research and publishing scholarly articles. Professors contribute to academic knowledge and engage in policy debates.</li>
<li><strong>Policy Analyst or Advisor</strong>: Work in government agencies, international organizations, or think tanks to provide expert analysis on foreign policy, international security, trade, or human rights. Policy advisors help shape national and international policy decisions.</li>
<li><strong>Diplomat or Foreign Service Officer</strong>: Represent a country’s interests abroad, negotiating with foreign governments, facilitating international cooperation, and promoting diplomatic relations. Diplomats are key players in conflict resolution, trade negotiations, and international agreements.</li>
<li><strong>International Development Specialist</strong>: Work with NGOs, international organizations, or governments to develop and implement programs aimed at promoting economic development, poverty reduction, and sustainable development in various regions.</li>
<li><strong>Human Rights Advocate</strong>: Work for organizations such as the United Nations, Amnesty International, or Human Rights Watch, advocating for the protection and promotion of human rights globally, particularly in conflict zones or developing countries.</li>
<li><strong>International Business Consultant</strong>: Advise multinational corporations on strategies for navigating the complexities of global trade, cross-border regulations, cultural differences, and international markets.</li>
<li><strong>Intelligence or Security Analyst</strong>: Provide analysis for government agencies, such as the CIA or MI6, focusing on international security issues, political instability, and threats to national interests. Analysts use their research skills to assess global trends and predict potential crises.</li>
<li><strong>International Law Expert</strong>: Specialize in the intersection of international relations and legal frameworks, working for governments, international courts, NGOs, or private law firms to advise on issues such as international treaties, human rights law, or conflict resolution.</li>
<li><strong>Political Risk Consultant</strong>: Analyze the political and economic risks that companies or investors face when entering new markets or regions, and provide advice on how to mitigate those risks. This role is often found in consulting firms or within financial institutions.</li>
<li><strong>Journalist or Foreign Correspondent</strong>: Report on international events, conflicts, and diplomatic relations for news organizations. Foreign correspondents provide first-hand accounts and in-depth analysis of global affairs.</li>
</ol>
",139bb23205fb6123bf1ceaae,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-1fadc750
0abd535c428c7734f8faceb0,1f3b308b9876549c08d50e6a,3b5b82af0994bfdc7d0ca3f5,wp-media-13640,1f3b308b9876549c08d50e6a,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-3b5b82af
b442b9c756505f1ac9e5eea3,207e9862515eccc08c10df7a,e2e924158772a360a3f2b423,wp-media-13635,207e9862515eccc08c10df7a,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-e2e92415
a2a56247858b1acd7027ca52,28bbbeee5107260622a7a47d,6ff2dce76eadebc76254bd92,wp-media-16568,28bbbeee5107260622a7a47d,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-6ff2dce7
0bd423d1c078e62a957d1112,28bbbeee5107260622a7a47d,69273dc26af7f7b18dd4655d,"<p>Upon successful completion of a Ph.D. program, students will be able to:</p>
<ul>
<li>Conduct Original Research: Design, execute, and present original research that contributes new knowledge to the field of study.</li>
<li>Master Research Methodology: Apply advanced qualitative, quantitative, and mixed-method research techniques to investigate complex issues.</li>
<li>Demonstrate Critical Thinking: Analyze and synthesize academic literature to identify gaps in knowledge and frame new research questions.</li>
<li>Advance Scholarly Communication: Produce high-quality academic publications, conference papers, and research presentations.</li>
<li>Apply Ethical Research Practices: Uphold ethical standards in research design, data collection, and dissemination of findings.</li>
<li>Foster Intellectual Leadership: Lead and contribute to scholarly communities through peer review, collaboration, and academic discourse.</li>
<li>Develop Pedagogical Skills: Acquire teaching and mentorship skills to support the next generation of scholars and professionals.</li>
<li>Contribute to Theoretical and Practical Knowledge: Bridge theory and practice by developing innovative insights and solutions for real-world challenges.</li>
</ul>
",28bbbeee5107260622a7a47d,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-69273dc2
d0463967d664231a85ff9dd1,28bbbeee5107260622a7a47d,d44a5e7dd79e867140f7d43d,"<p><strong>Year 1-4</strong></p>
<p>Advanced Research Methods 1 (PHD2401)<br />
Advanced Research Methods 1 (PHD2402)</p>
",28bbbeee5107260622a7a47d,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-d44a5e7d
68f1f4241c4c771d9e19e32e,333fb513ec5f42e821bdc2c1,b52d9d3585bdf91b1ffb8de0,wp-media-14075,333fb513ec5f42e821bdc2c1,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-b52d9d35
b9445491eac0797160ed5024,333fb513ec5f42e821bdc2c1,0f866e77b201da728f5c6616,"<p>By the end of the Integrated Doctorate in Sales and Marketing program, students will be able to:</p>
<ul>
<li><em>Exhibit Advanced Sales Expertise: </em>Apply cutting-edge sales strategies and techniques to enhance performance in complex and competitive markets.</li>
<li><em>Master Strategic Marketing</em>: Formulate comprehensive marketing plans and strategies aligned with organizational goals and market dynamics.</li>
<li><em>Enhance Communication and Negotiation</em>: Demonstrate superior written, verbal, and interpersonal communication skills tailored to diverse sales and marketing contexts.</li>
<li><em>Lead with Insight and Ethics</em>: Exhibit leadership that combines ethical considerations with innovative thinking to address marketing challenges.</li>
<li><em>Utilize Advanced Analytical Tools:</em> Employ sophisticated data analysis, customer relationship management systems, and market research tools to guide decision-making.</li>
<li><em>Apply Global Market Insights:</em> Analyze the effects of globalization on marketing practices and adapt strategies to meet the needs of diverse markets.</li>
<li><em>Drive Innovation</em>: Cultivate and implement innovative ideas that enhance marketing operations and sales effectiveness.</li>
<li><em>Collaborate and Influence:</em> Lead and collaborate in interdisciplinary teams to achieve strategic marketing and sales objectives.</li>
</ul>
",333fb513ec5f42e821bdc2c1,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-0f866e77
b9ba62b2076bf871d4dc9997,333fb513ec5f42e821bdc2c1,70ef8de1e38332dbaefc1bb7,"<p><strong>Year 1 (Semester 1-2)</strong></p>
<p>Corporate Social Responsibility (BUS 2123)</p>
<p>Legal Environment of Business (BUS 2223)</p>
<p>Marketing (BUS2323)</p>
<p>International Management (BUS2423)</p>
<p>Corporate Finance (BUS2523)</p>
<p>Integrated Studies in Management (BUS2623)</p>
<p><strong> </strong></p>
<p><strong>Year 2 (Semester 3-4)</strong></p>
<p>Human Capital Management (BUS2723)</p>
<p>International Business Strategy (BUS 2823)</p>
<p>Managerial Accounting (BUS 3023)</p>
<p>Managerial Economics (BUS2923)</p>
<p>Internship (BUS3223)</p>
<p>MBA Capstone (BUS3123)</p>
<p>&nbsp;</p>
<p><strong>Year 3 (Semester 5-6)</strong></p>
<p>Advanced Research Methods 1 (PHD2401)</p>
<p>Advanced Research Methods 1 (PHD2402)</p>
<p>&nbsp;</p>
",333fb513ec5f42e821bdc2c1,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-70ef8de1
36fba1158911f87536295d47,389af23cb199476672309900,23d4beed5a2bb6ff15b4daca,wp-media-13636,389af23cb199476672309900,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-23d4beed
604e55cccd72164608aa5107,3d39db2acaaa064fc969cf51,429dbc6416192db352e0b6f8,wp-media-13638,3d39db2acaaa064fc969cf51,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-429dbc64
85440db8ae49cb3eb820db9b,3f66103a6a8487f19b1ae449,c373a0f8374c305e7bd1b30a,wp-media-11933,3f66103a6a8487f19b1ae449,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-c373a0f8
b1196d6524c8a317d8e4bd23,3f66103a6a8487f19b1ae449,d24a4cc106b9493adb5d1d60,"<p>Upon successful completion of a Ph.D. program, students will be able to:</p>
<ul>
<li style=""border: none""><em>Conduct Original Research</em>: Design, execute, and present original research that contributes new knowledge to the field of study.</li>
<li style=""border: none""><em>Master Research Methodology:</em> Apply advanced qualitative, quantitative, and mixed-method research techniques to investigate complex issues.</li>
<li style=""border: none""><em>Demonstrate Critical Thinking:</em> Analyze and synthesize academic literature to identify gaps in knowledge and frame new research questions.</li>
<li style=""border: none""><em>Advance Scholarly Communication:</em> Produce high-quality academic publications, conference papers, and research presentations.</li>
<li style=""border: none""><em>Apply Ethical Research Practices:</em> Uphold ethical standards in research design, data collection, and dissemination of findings.</li>
<li style=""border: none""><em>Foster Intellectual Leadership:</em> Lead and contribute to scholarly communities through peer review, collaboration, and academic discourse.</li>
<li style=""border: none""><em>Develop Pedagogical Skills:</em> Acquire teaching and mentorship skills to support the next generation of scholars and professionals.</li>
<li style=""border: none""><em>Contribute to Theoretical and Practical Knowledge</em>: Bridge theory and practice by developing innovative insights and solutions for real-world challenges.</li>
</ul>
",3f66103a6a8487f19b1ae449,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-d24a4cc1
ad12e04ebbe6190ae9d0786e,3f66103a6a8487f19b1ae449,9c34b4c48955e2d74ef7e1c5,"<p><strong>Year 1-4 </strong></p>
<p>Advanced Research Methods 1 (PHD2401)</p>
<p>Advanced Research Methods 1 (PHD2402)</p>
",3f66103a6a8487f19b1ae449,paris-american-international-university,ND-k8iHHx70s5XaW28Mk2,programs,ce1eb9313998ef3ca6ff7621,unknown-field-9c34b4c4
